Timestamp,Emotion
2025-06-11 01:32:04,Angry
2025-06-11 01:32:04,Angry
2025-06-11 01:32:04,Angry
2025-06-11 01:32:04,Angry
2025-06-11 01:32:05,Angry
2025-06-11 01:32:05,Neutral
2025-06-11 01:32:05,Surprise
2025-06-11 01:32:05,Happy
2025-06-11 01:32:05,Angry
2025-06-11 01:32:05,Angry
2025-06-11 01:32:05,Angry
2025-06-11 01:32:05,Happy
2025-06-11 01:32:05,Happy
2025-06-11 01:32:05,Happy
2025-06-11 01:32:05,Happy
2025-06-11 01:32:05,Happy
2025-06-11 01:32:05,Surprise
2025-06-11 01:32:05,Angry
2025-06-11 01:32:05,Angry
2025-06-11 01:32:05,Angry
2025-06-11 01:32:05,Angry
2025-06-11 01:32:06,Angry
2025-06-11 01:32:06,Angry
2025-06-11 01:32:06,Neutral
2025-06-11 01:32:06,Angry
2025-06-11 01:32:06,Happy
2025-06-11 01:32:06,Happy
2025-06-11 01:32:06,Neutral
2025-06-11 01:32:06,Happy
2025-06-11 01:32:06,Happy
2025-06-11 01:32:07,Neutral
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Surprise
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Surprise
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Happy
2025-06-11 01:32:07,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:08,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Happy
2025-06-11 01:32:09,Fear
2025-06-11 01:32:09,Fear
2025-06-11 01:32:09,Fear
2025-06-11 01:32:09,Fear
2025-06-11 01:32:10,Fear
2025-06-11 01:32:10,Fear
2025-06-11 01:32:10,Fear
2025-06-11 01:32:10,Fear
2025-06-11 01:32:10,Neutral
2025-06-11 01:32:10,Angry
2025-06-11 01:32:10,Neutral
2025-06-11 01:32:10,Neutral
2025-06-11 01:32:10,Angry
2025-06-11 01:32:10,Angry
2025-06-11 01:32:10,Fear
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Neutral
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Fear
2025-06-11 01:32:11,Fear
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Fear
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Angry
2025-06-11 01:32:11,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Disgust
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:12,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:13,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Happy
2025-06-11 01:32:14,Happy
2025-06-11 01:32:14,Happy
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:14,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Neutral
2025-06-11 01:32:15,Angry
2025-06-11 01:32:15,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Happy
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Fear
2025-06-11 01:32:16,Angry
2025-06-11 01:32:16,Sad
2025-06-11 01:32:16,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:17,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Angry
2025-06-11 01:32:18,Fear
2025-06-11 01:32:18,Angry
2025-06-11 01:32:19,Neutral
2025-06-11 01:32:19,Angry
2025-06-11 01:32:19,Angry
2025-06-11 01:32:19,Fear
2025-06-11 01:32:19,Neutral
2025-06-11 01:32:19,Neutral
2025-06-11 01:32:19,Neutral
2025-06-11 01:32:19,Neutral
2025-06-11 01:32:19,Neutral
2025-06-11 01:32:19,Fear
2025-06-11 01:32:19,Disgust
2025-06-11 01:32:19,Sad
2025-06-11 01:32:19,Disgust
2025-06-11 01:32:19,Angry
2025-06-11 01:32:19,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Happy
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:20,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Angry
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:21,Fear
2025-06-11 01:32:21,Angry
2025-06-11 01:32:21,Disgust
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:22,Fear
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:22,Neutral
2025-06-11 01:32:23,Happy
2025-06-11 01:32:23,Angry
2025-06-11 01:32:23,Angry
2025-06-11 01:32:23,Angry
2025-06-11 01:32:23,Angry
2025-06-11 01:32:23,Neutral
2025-06-11 01:32:23,Neutral
2025-06-11 01:32:23,Neutral
2025-06-11 01:32:24,Angry
2025-06-11 01:32:24,Happy
2025-06-11 01:32:24,Happy
2025-06-11 01:32:24,Angry
2025-06-11 01:32:24,Angry
2025-06-11 01:32:24,Angry
2025-06-11 01:32:24,Neutral
2025-06-11 01:32:24,Angry
2025-06-11 01:32:24,Angry
2025-06-11 01:32:25,Neutral
2025-06-11 01:32:25,Neutral
2025-06-11 01:32:25,Neutral
2025-06-14 21:26:27,Fear
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:27,Neutral
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:28,Happy
2025-06-14 21:26:28,Neutral
2025-06-14 21:26:29,Happy
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Happy
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Happy
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Sad
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Angry
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:29,Sad
2025-06-14 21:26:29,Happy
2025-06-14 21:26:29,Angry
2025-06-14 21:26:29,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:30,Angry
2025-06-14 21:26:30,Neutral
2025-06-14 21:26:31,Angry
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Fear
2025-06-14 21:26:31,Happy
2025-06-14 21:26:31,Fear
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Angry
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Disgust
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Angry
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Disgust
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Disgust
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Angry
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:31,Disgust
2025-06-14 21:26:31,Neutral
2025-06-14 21:26:32,Disgust
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Angry
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Angry
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Disgust
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Sad
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Disgust
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Disgust
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Disgust
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Disgust
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:32,Disgust
2025-06-14 21:26:32,Neutral
2025-06-14 21:26:33,Angry
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Angry
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Disgust
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Angry
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Angry
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Sad
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Sad
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Sad
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:33,Sad
2025-06-14 21:26:33,Neutral
2025-06-14 21:26:34,Sad
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Sad
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Sad
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Angry
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Sad
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Sad
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Angry
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Angry
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Sad
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:34,Sad
2025-06-14 21:26:34,Neutral
2025-06-14 21:26:35,Sad
2025-06-14 21:26:35,Neutral
2025-06-14 21:26:35,Angry
2025-06-14 21:26:35,Neutral
2025-06-14 21:26:35,Angry
2025-06-14 21:26:35,Neutral
2025-06-14 21:26:35,Sad
2025-06-14 21:26:35,Neutral
2025-06-14 21:26:35,Sad
2025-06-14 21:26:35,Sad
2025-06-14 21:26:36,Sad
2025-06-14 21:26:36,Sad
2025-06-14 21:26:36,Sad
2025-06-14 21:26:36,Sad
2025-06-14 21:26:36,Sad
2025-06-14 21:26:37,Sad
2025-06-14 21:26:37,Sad
2025-06-14 21:26:37,Sad
2025-06-14 21:26:37,Angry
2025-06-14 21:26:37,Angry
2025-06-14 21:26:37,Angry
2025-06-14 21:26:37,Angry
2025-06-14 21:26:37,Angry
2025-06-14 21:26:37,Angry
2025-06-14 21:26:37,Disgust
2025-06-14 21:26:38,Disgust
2025-06-14 21:26:38,Disgust
2025-06-14 21:26:38,Angry
2025-06-14 21:26:38,Disgust
2025-06-14 21:26:38,Disgust
2025-06-14 21:26:38,Angry
2025-06-14 21:26:38,Angry
2025-06-14 21:26:38,Fear
2025-06-14 21:26:38,Sad
2025-06-14 21:26:38,Disgust
2025-06-14 21:26:38,Disgust
2025-06-14 21:26:39,Sad
2025-06-14 21:26:39,Sad
2025-06-14 21:26:39,Sad
2025-06-14 21:26:39,Sad
2025-06-14 21:26:39,Sad
2025-06-14 21:26:39,Happy
2025-06-14 21:26:39,Happy
2025-06-14 21:26:39,Happy
2025-06-14 21:26:39,Happy
2025-06-14 21:26:39,Happy
2025-06-14 21:26:40,Happy
2025-06-14 21:26:40,Disgust
2025-06-14 21:26:40,Happy
2025-06-14 21:26:40,Happy
2025-06-14 21:26:40,Disgust
2025-06-14 21:26:40,Disgust
2025-06-14 21:26:40,Disgust
2025-06-14 21:26:40,Disgust
2025-06-14 21:26:40,Disgust
2025-06-14 21:26:40,Disgust
2025-06-14 21:26:41,Disgust
2025-06-14 21:26:41,Disgust
2025-06-14 21:26:41,Disgust
2025-06-14 21:26:41,Disgust
2025-06-14 21:26:41,Fear
2025-06-14 21:26:41,Disgust
2025-06-14 21:26:41,Disgust
2025-06-14 21:26:41,Happy
2025-06-14 21:26:41,Sad
2025-06-14 21:26:41,Sad
2025-06-14 21:26:42,Fear
2025-06-14 21:26:42,Sad
2025-06-14 21:26:42,Sad
2025-06-14 21:26:42,Fear
2025-06-14 21:26:42,Neutral
2025-06-14 21:26:42,Happy
2025-06-14 21:26:42,Fear
2025-06-14 21:26:42,Fear
2025-06-14 21:26:42,Fear
2025-06-14 21:26:42,Sad
2025-06-14 21:26:43,Fear
2025-06-14 21:26:43,Fear
2025-06-14 21:26:43,Fear
2025-06-14 21:26:43,Fear
2025-06-14 21:26:43,Sad
2025-06-14 21:26:43,Disgust
2025-06-14 21:26:43,Disgust
2025-06-14 21:26:43,Disgust
2025-06-14 21:26:43,Sad
2025-06-14 21:26:43,Sad
2025-06-14 21:26:44,Fear
2025-06-14 21:26:44,Fear
2025-06-14 21:26:44,Sad
2025-06-14 21:26:44,Sad
2025-06-14 21:26:44,Neutral
2025-06-14 21:26:44,Neutral
2025-06-14 21:26:44,Neutral
2025-06-14 21:26:44,Neutral
2025-06-14 21:26:44,Neutral
2025-06-14 21:26:44,Fear
2025-06-14 21:26:45,Surprise
2025-06-14 21:26:45,Surprise
2025-06-14 21:26:45,Surprise
2025-06-14 21:26:45,Surprise
2025-06-14 21:26:45,Fear
2025-06-14 21:26:45,Fear
2025-06-14 21:26:45,Fear
2025-06-14 21:26:45,Fear
2025-06-14 21:26:45,Fear
2025-06-14 21:26:45,Fear
2025-06-14 21:26:46,Fear
2025-06-14 21:26:46,Surprise
2025-06-14 21:26:46,Fear
2025-06-14 21:26:46,Sad
2025-06-14 21:26:46,Fear
2025-06-14 21:26:46,Fear
2025-06-14 21:26:46,Fear
2025-06-14 21:26:46,Fear
2025-06-14 21:26:46,Sad
2025-06-14 21:26:46,Sad
2025-06-14 21:26:47,Sad
2025-06-14 21:26:47,Sad
2025-06-14 21:26:47,Sad
2025-06-14 21:26:47,Sad
2025-06-14 21:26:47,Neutral
2025-06-14 21:26:47,Sad
2025-06-14 21:26:47,Sad
2025-06-14 21:26:47,Sad
2025-06-14 21:26:47,Fear
2025-06-14 21:28:27,Neutral
2025-06-14 21:28:27,Sad
2025-06-14 21:28:27,Neutral
2025-06-14 21:28:27,Neutral
2025-06-14 21:28:27,Sad
2025-06-14 21:28:27,Neutral
2025-06-14 21:28:27,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:28,Neutral
2025-06-14 21:28:29,Sad
2025-06-14 21:28:29,Sad
2025-06-14 21:28:29,Fear
2025-06-14 21:28:29,Fear
2025-06-14 21:28:29,Fear
2025-06-14 21:28:29,Fear
2025-06-14 21:28:29,Fear
2025-06-14 21:28:29,Fear
2025-06-14 21:28:29,Fear
2025-06-14 21:28:29,Fear
2025-06-14 21:28:30,Fear
2025-06-14 21:28:30,Fear
2025-06-14 21:28:30,Happy
2025-06-14 21:28:30,Happy
2025-06-14 21:28:30,Neutral
2025-06-14 21:28:30,Fear
2025-06-14 21:28:30,Fear
2025-06-14 21:28:30,Happy
2025-06-14 21:28:30,Happy
2025-06-14 21:28:30,Happy
2025-06-14 21:28:31,Happy
2025-06-14 21:28:31,Happy
2025-06-14 21:28:31,Happy
2025-06-14 21:28:31,Happy
2025-06-14 21:28:31,Happy
2025-06-14 21:28:31,Neutral
2025-06-14 21:28:31,Neutral
2025-06-14 21:28:31,Neutral
2025-06-14 21:28:31,Happy
2025-06-14 21:28:31,Neutral
2025-06-14 21:28:32,Neutral
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:32,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:33,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:34,Sad
2025-06-14 21:28:35,Fear
2025-06-14 21:28:35,Sad
2025-06-14 21:28:35,Sad
2025-06-14 21:28:35,Sad
2025-06-14 21:28:35,Neutral
2025-06-14 21:28:35,Neutral
